                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 1.1125,                0.55963,                0.96183,                0.63568,                0.73312,                0.67583,                 0.4395,                  1.306,                0.62695,                  1.046,             0.00096004,             0.00096004,             0.00096004
                     83,                  1.041,                0.53836,                0.93825,                0.76111,                0.70975,                0.68805,                0.46007,                 1.2491,                 0.5911,                 1.0266,             0.00095954,             0.00095954,             0.00095954
                     84,                 1.0756,                0.54611,                 0.9475,                0.63993,                0.65038,                0.62726,                0.41024,                  1.262,                0.64136,                 1.0286,             0.00095904,             0.00095904,             0.00095904
                     85,                 1.1105,                0.55877,                0.96366,                0.73714,                0.64418,                0.68795,                0.44136,                 1.2642,                 0.6226,                 1.0256,             0.00095854,             0.00095854,             0.00095854
                     86,                 1.0991,                0.55076,                0.95428,                0.81667,                0.76835,                0.81212,                0.53447,                 1.2675,                0.62579,                 1.0274,             0.00095804,             0.00095804,             0.00095804
                     87,                 1.0739,                0.54451,                0.94709,                0.85368,                0.66488,                0.77003,                0.51697,                 1.2791,                0.61533,                 1.0347,             0.00095754,             0.00095754,             0.00095754
                     88,                 1.1317,                0.57552,                0.96614,                0.82025,                0.64711,                0.67231,                0.44478,                 1.2822,                0.64221,                 1.0467,             0.00095704,             0.00095704,             0.00095704
                     89,                 1.0855,                0.55367,                0.95136,                0.77258,                0.80077,                0.74699,                0.47755,                 1.2523,                0.61455,                 1.0325,             0.00095654,             0.00095654,             0.00095654
                     90,                  1.068,                0.53252,                0.94882,                0.83128,                0.78413,                0.78892,                0.50675,                 1.2685,                0.61051,                 1.0333,             0.00095604,             0.00095604,             0.00095604
                     91,                 1.0951,                0.54319,                0.95652,                0.87692,                0.67695,                0.78189,                 0.5254,                 1.2544,                0.61513,                 1.0294,             0.00095554,             0.00095554,             0.00095554
                     92,                 1.0897,                0.55183,                0.95139,                0.74999,                0.77903,                0.75461,                0.49968,                 1.2554,                0.60328,                 1.0271,             0.00095504,             0.00095504,             0.00095504
                     93,                 1.0894,                0.53988,                0.95337,                 0.8348,                0.72853,                0.78086,                0.53139,                 1.2539,                0.59887,                 1.0283,             0.00095455,             0.00095455,             0.00095455
                     94,                 1.0755,                0.53606,                0.94416,                0.73605,                0.70855,                0.74652,                0.50788,                 1.2609,                0.60477,                 1.0309,             0.00095405,             0.00095405,             0.00095405
                     95,                 1.0467,                0.52236,                0.94879,                0.61629,                0.67029,                0.62515,                0.41176,                 1.2634,                0.60566,                 1.0292,             0.00095355,             0.00095355,             0.00095355
                     96,                 1.0467,                0.53128,                0.95098,                0.83953,                   0.63,                 0.7291,                0.47787,                  1.269,                0.61188,                 1.0286,             0.00095305,             0.00095305,             0.00095305
